,State,Postal code,Fips,Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4,DSCI,LEVEL
19138,Kentucky,KY,21,2001-11-20,59.39,40.61,12.76,0.0,0.0,0.0,53,0
19139,Kentucky,KY,21,2001-11-27,68.05,31.95,9.72,0.0,0.0,0.0,42,0
19140,Kentucky,KY,21,2001-12-04,68.05,31.95,17.7,0.0,0.0,0.0,50,0
19141,Kentucky,KY,21,2001-12-11,86.45,13.55,0.0,0.0,0.0,0.0,14,0
19142,Kentucky,KY,21,2001-12-18,88.37,11.63,0.0,0.0,0.0,0.0,12,0
19143,Kentucky,KY,21,2001-12-25,88.37,11.63,0.0,0.0,0.0,0.0,12,0
19144,Kentucky,KY,21,2002-01-01,88.7,11.3,0.0,0.0,0.0,0.0,11,0
19145,Kentucky,KY,21,2002-01-08,65.8,34.2,1.12,0.0,0.0,0.0,35,0
19146,Kentucky,KY,21,2002-01-15,65.7,34.3,0.71,0.0,0.0,0.0,35,0
19147,Kentucky,KY,21,2002-01-22,78.26,21.74,1.77,0.0,0.0,0.0,24,0
19148,Kentucky,KY,21,2002-01-29,89.23,10.77,1.89,0.0,0.0,0.0,13,0
19149,Kentucky,KY,21,2002-02-05,92.02,7.98,1.46,0.0,0.0,0.0,9,0
19150,Kentucky,KY,21,2002-02-12,92.37,7.63,1.77,0.0,0.0,0.0,9,0
19151,Kentucky,KY,21,2002-02-19,88.99,11.01,1.57,0.0,0.0,0.0,13,0
19152,Kentucky,KY,21,2002-02-26,71.85,28.15,2.18,0.0,0.0,0.0,30,0
19153,Kentucky,KY,21,2002-03-05,63.35,36.65,1.97,0.0,0.0,0.0,39,0
19154,Kentucky,KY,21,2002-03-12,45.59,54.41,14.03,0.0,0.0,0.0,68,0
19155,Kentucky,KY,21,2002-03-19,76.29,23.71,0.0,0.0,0.0,0.0,24,0
19156,Kentucky,KY,21,2002-03-26,99.44,0.56,0.0,0.0,0.0,0.0,1,0
19157,Kentucky,KY,21,2002-04-02,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19158,Kentucky,KY,21,2002-04-09,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19159,Kentucky,KY,21,2002-04-16,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19160,Kentucky,KY,21,2002-04-23,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19161,Kentucky,KY,21,2002-04-30,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19162,Kentucky,KY,21,2002-05-07,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19163,Kentucky,KY,21,2002-05-14,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19164,Kentucky,KY,21,2002-05-21,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19165,Kentucky,KY,21,2002-05-28,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19166,Kentucky,KY,21,2002-06-04,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19167,Kentucky,KY,21,2002-06-11,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19168,Kentucky,KY,21,2002-06-18,99.67,0.33,0.0,0.0,0.0,0.0,0,0
19169,Kentucky,KY,21,2002-06-25,96.35,3.65,0.0,0.0,0.0,0.0,4,0
19170,Kentucky,KY,21,2002-07-02,95.95,4.05,0.0,0.0,0.0,0.0,4,0
19171,Kentucky,KY,21,2002-07-09,94.32,5.68,0.0,0.0,0.0,0.0,6,0
19172,Kentucky,KY,21,2002-07-16,98.31,1.69,0.0,0.0,0.0,0.0,2,0
19173,Kentucky,KY,21,2002-07-23,85.07,14.93,0.0,0.0,0.0,0.0,15,0
19174,Kentucky,KY,21,2002-07-30,51.98,48.02,1.93,0.0,0.0,0.0,50,0
19175,Kentucky,KY,21,2002-08-06,20.94,79.06,12.67,0.0,0.0,0.0,92,0
19176,Kentucky,KY,21,2002-08-13,0.0,100.0,52.32,0.0,0.0,0.0,152,1
19177,Kentucky,KY,21,2002-08-20,0.0,100.0,53.63,0.0,0.0,0.0,154,1
19178,Kentucky,KY,21,2002-08-27,0.0,100.0,71.62,0.0,0.0,0.0,172,1
19179,Kentucky,KY,21,2002-09-03,0.0,100.0,68.98,16.84,0.0,0.0,186,1
19180,Kentucky,KY,21,2002-09-10,0.0,100.0,90.46,33.87,0.0,0.0,224,2
19181,Kentucky,KY,21,2002-09-17,0.0,100.0,91.5,31.75,0.0,0.0,223,2
19182,Kentucky,KY,21,2002-09-24,6.2,93.8,69.73,24.45,0.0,0.0,188,1
19183,Kentucky,KY,21,2002-10-01,64.91,35.09,2.94,0.0,0.0,0.0,38,0
19184,Kentucky,KY,21,2002-10-08,70.33,29.67,7.66,0.0,0.0,0.0,37,0
19185,Kentucky,KY,21,2002-10-15,81.09,18.91,8.03,0.0,0.0,0.0,27,0
19186,Kentucky,KY,21,2002-10-22,90.46,9.54,0.0,0.0,0.0,0.0,10,0
19187,Kentucky,KY,21,2002-10-29,98.72,1.28,0.0,0.0,0.0,0.0,1,0
19188,Kentucky,KY,21,2002-11-05,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19189,Kentucky,KY,21,2002-11-12,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19190,Kentucky,KY,21,2002-11-19,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19191,Kentucky,KY,21,2002-11-26,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19192,Kentucky,KY,21,2002-12-03,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19193,Kentucky,KY,21,2002-12-10,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19194,Kentucky,KY,21,2002-12-17,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19195,Kentucky,KY,21,2002-12-24,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19196,Kentucky,KY,21,2002-12-31,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19197,Kentucky,KY,21,2003-01-07,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19198,Kentucky,KY,21,2003-01-14,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19199,Kentucky,KY,21,2003-01-21,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19200,Kentucky,KY,21,2003-01-28,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19201,Kentucky,KY,21,2003-02-04,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19202,Kentucky,KY,21,2003-02-11,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19203,Kentucky,KY,21,2003-02-18,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19204,Kentucky,KY,21,2003-02-25,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19205,Kentucky,KY,21,2003-03-04,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19206,Kentucky,KY,21,2003-03-11,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19207,Kentucky,KY,21,2003-03-18,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19208,Kentucky,KY,21,2003-03-25,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19209,Kentucky,KY,21,2003-04-01,97.73,2.27,0.0,0.0,0.0,0.0,2,0
19210,Kentucky,KY,21,2003-04-08,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19211,Kentucky,KY,21,2003-04-15,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19212,Kentucky,KY,21,2003-04-22,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19213,Kentucky,KY,21,2003-04-29,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19214,Kentucky,KY,21,2003-05-06,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19215,Kentucky,KY,21,2003-05-13,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19216,Kentucky,KY,21,2003-05-20,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19217,Kentucky,KY,21,2003-05-27,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19218,Kentucky,KY,21,2003-06-03,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19219,Kentucky,KY,21,2003-06-10,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19220,Kentucky,KY,21,2003-06-17,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19221,Kentucky,KY,21,2003-06-24,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19222,Kentucky,KY,21,2003-07-01,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19223,Kentucky,KY,21,2003-07-08,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19224,Kentucky,KY,21,2003-07-15,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19225,Kentucky,KY,21,2003-07-22,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19226,Kentucky,KY,21,2003-07-29,99.33,0.67,0.0,0.0,0.0,0.0,1,0
19227,Kentucky,KY,21,2003-08-05,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19228,Kentucky,KY,21,2003-08-12,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19229,Kentucky,KY,21,2003-08-19,99.99,0.01,0.0,0.0,0.0,0.0,0,0
19230,Kentucky,KY,21,2003-08-26,97.18,2.82,0.0,0.0,0.0,0.0,3,0
19231,Kentucky,KY,21,2003-09-02,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19232,Kentucky,KY,21,2003-09-09,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19233,Kentucky,KY,21,2003-09-16,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19234,Kentucky,KY,21,2003-09-23,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19235,Kentucky,KY,21,2003-09-30,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19236,Kentucky,KY,21,2003-10-07,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19237,Kentucky,KY,21,2003-10-14,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19238,Kentucky,KY,21,2003-10-21,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19239,Kentucky,KY,21,2003-10-28,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19240,Kentucky,KY,21,2003-11-04,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19241,Kentucky,KY,21,2003-11-11,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19242,Kentucky,KY,21,2003-11-18,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19243,Kentucky,KY,21,2003-11-25,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19244,Kentucky,KY,21,2003-12-02,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19245,Kentucky,KY,21,2003-12-09,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19246,Kentucky,KY,21,2003-12-16,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19247,Kentucky,KY,21,2003-12-23,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19248,Kentucky,KY,21,2003-12-30,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19249,Kentucky,KY,21,2004-01-06,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19250,Kentucky,KY,21,2004-01-13,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19251,Kentucky,KY,21,2004-01-20,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19252,Kentucky,KY,21,2004-01-27,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19253,Kentucky,KY,21,2004-02-03,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19254,Kentucky,KY,21,2004-02-10,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19255,Kentucky,KY,21,2004-02-17,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19256,Kentucky,KY,21,2004-02-24,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19257,Kentucky,KY,21,2004-03-02,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19258,Kentucky,KY,21,2004-03-09,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19259,Kentucky,KY,21,2004-03-16,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19260,Kentucky,KY,21,2004-03-23,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19261,Kentucky,KY,21,2004-03-30,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19262,Kentucky,KY,21,2004-04-06,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19263,Kentucky,KY,21,2004-04-13,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19264,Kentucky,KY,21,2004-04-20,91.05,8.95,0.0,0.0,0.0,0.0,9,0
19265,Kentucky,KY,21,2004-04-27,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19266,Kentucky,KY,21,2004-05-04,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19267,Kentucky,KY,21,2004-05-11,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19268,Kentucky,KY,21,2004-05-18,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19269,Kentucky,KY,21,2004-05-25,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19270,Kentucky,KY,21,2004-06-01,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19271,Kentucky,KY,21,2004-06-08,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19272,Kentucky,KY,21,2004-06-15,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19273,Kentucky,KY,21,2004-06-22,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19274,Kentucky,KY,21,2004-06-29,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19275,Kentucky,KY,21,2004-07-06,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19276,Kentucky,KY,21,2004-07-13,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19277,Kentucky,KY,21,2004-07-20,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19278,Kentucky,KY,21,2004-07-27,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19279,Kentucky,KY,21,2004-08-03,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19280,Kentucky,KY,21,2004-08-10,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19281,Kentucky,KY,21,2004-08-17,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19282,Kentucky,KY,21,2004-08-24,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19283,Kentucky,KY,21,2004-08-31,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19284,Kentucky,KY,21,2004-09-07,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19285,Kentucky,KY,21,2004-09-14,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19286,Kentucky,KY,21,2004-09-21,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19287,Kentucky,KY,21,2004-09-28,94.8,5.2,0.0,0.0,0.0,0.0,5,0
19288,Kentucky,KY,21,2004-10-05,73.79,26.21,0.2,0.0,0.0,0.0,26,0
19289,Kentucky,KY,21,2004-10-12,73.79,26.21,0.2,0.0,0.0,0.0,26,0
19290,Kentucky,KY,21,2004-10-19,97.03,2.97,0.0,0.0,0.0,0.0,3,0
19291,Kentucky,KY,21,2004-10-26,97.82,2.18,0.0,0.0,0.0,0.0,2,0
19292,Kentucky,KY,21,2004-11-02,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19293,Kentucky,KY,21,2004-11-09,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19294,Kentucky,KY,21,2004-11-16,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19295,Kentucky,KY,21,2004-11-23,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19296,Kentucky,KY,21,2004-11-30,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19297,Kentucky,KY,21,2004-12-07,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19298,Kentucky,KY,21,2004-12-14,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19299,Kentucky,KY,21,2004-12-21,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19300,Kentucky,KY,21,2004-12-28,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19301,Kentucky,KY,21,2005-01-04,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19302,Kentucky,KY,21,2005-01-11,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19303,Kentucky,KY,21,2005-01-18,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19304,Kentucky,KY,21,2005-01-25,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19305,Kentucky,KY,21,2005-02-01,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19306,Kentucky,KY,21,2005-02-08,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19307,Kentucky,KY,21,2005-02-15,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19308,Kentucky,KY,21,2005-02-22,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19309,Kentucky,KY,21,2005-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19310,Kentucky,KY,21,2005-03-08,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19311,Kentucky,KY,21,2005-03-15,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19312,Kentucky,KY,21,2005-03-22,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19313,Kentucky,KY,21,2005-03-29,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19314,Kentucky,KY,21,2005-04-05,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19315,Kentucky,KY,21,2005-04-12,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19316,Kentucky,KY,21,2005-04-19,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19317,Kentucky,KY,21,2005-04-26,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19318,Kentucky,KY,21,2005-05-03,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19319,Kentucky,KY,21,2005-05-10,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19320,Kentucky,KY,21,2005-05-17,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19321,Kentucky,KY,21,2005-05-24,95.87,4.13,0.0,0.0,0.0,0.0,4,0
19322,Kentucky,KY,21,2005-05-31,91.66,8.34,0.41,0.0,0.0,0.0,9,0
19323,Kentucky,KY,21,2005-06-07,43.87,56.13,0.23,0.0,0.0,0.0,56,0
19324,Kentucky,KY,21,2005-06-14,77.91,22.09,0.24,0.0,0.0,0.0,22,0
19325,Kentucky,KY,21,2005-06-21,74.7,25.3,0.86,0.0,0.0,0.0,26,0
19326,Kentucky,KY,21,2005-06-28,28.67,71.33,0.83,0.03,0.0,0.0,72,0
19327,Kentucky,KY,21,2005-07-05,41.28,58.72,1.5,0.0,0.0,0.0,60,0
19328,Kentucky,KY,21,2005-07-12,31.13,68.87,0.09,0.0,0.0,0.0,69,0
19329,Kentucky,KY,21,2005-07-19,67.95,32.05,0.0,0.0,0.0,0.0,32,0
19330,Kentucky,KY,21,2005-07-26,72.48,27.52,0.0,0.0,0.0,0.0,28,0
19331,Kentucky,KY,21,2005-08-02,65.9,34.1,9.51,0.0,0.0,0.0,44,0
19332,Kentucky,KY,21,2005-08-09,47.35,52.65,23.62,0.0,0.0,0.0,76,0
19333,Kentucky,KY,21,2005-08-16,7.44,92.56,47.25,6.09,0.0,0.0,146,1
19334,Kentucky,KY,21,2005-08-23,42.07,57.93,26.92,3.54,0.0,0.0,88,0
19335,Kentucky,KY,21,2005-08-30,73.57,26.43,4.53,0.0,0.0,0.0,31,0
19336,Kentucky,KY,21,2005-09-06,91.71,8.29,0.0,0.0,0.0,0.0,8,0
19337,Kentucky,KY,21,2005-09-13,73.67,26.33,0.0,0.0,0.0,0.0,26,0
19338,Kentucky,KY,21,2005-09-20,63.64,36.36,14.57,0.0,0.0,0.0,51,0
19339,Kentucky,KY,21,2005-09-27,59.07,40.93,24.01,0.0,0.0,0.0,65,0
19340,Kentucky,KY,21,2005-10-04,39.8,60.2,37.65,0.0,0.0,0.0,98,0
19341,Kentucky,KY,21,2005-10-11,21.54,78.46,47.01,21.25,0.0,0.0,147,1
19342,Kentucky,KY,21,2005-10-18,19.86,80.14,47.1,25.9,0.0,0.0,153,1
19343,Kentucky,KY,21,2005-10-25,19.86,80.14,47.1,24.65,0.0,0.0,152,1
19344,Kentucky,KY,21,2005-11-01,4.51,95.49,47.68,24.65,0.0,0.0,168,1
19345,Kentucky,KY,21,2005-11-08,1.03,98.97,73.83,24.71,0.0,0.0,198,1
19346,Kentucky,KY,21,2005-11-15,5.2,94.8,69.52,22.0,0.0,0.0,186,1
19347,Kentucky,KY,21,2005-11-22,6.61,93.39,69.46,22.39,0.0,0.0,185,1
19348,Kentucky,KY,21,2005-11-29,7.13,92.87,66.24,31.38,0.0,0.0,191,1
19349,Kentucky,KY,21,2005-12-06,7.13,92.87,66.24,31.38,0.0,0.0,191,1
19350,Kentucky,KY,21,2005-12-13,7.13,92.87,66.24,31.38,0.0,0.0,191,1
19351,Kentucky,KY,21,2005-12-20,6.64,93.36,66.24,31.38,0.0,0.0,191,1
19352,Kentucky,KY,21,2005-12-27,6.64,93.36,66.24,31.38,0.0,0.0,191,1
19353,Kentucky,KY,21,2006-01-03,6.98,93.02,61.44,13.09,0.0,0.0,168,1
19354,Kentucky,KY,21,2006-01-10,6.98,93.02,61.44,17.42,0.0,0.0,172,1
19355,Kentucky,KY,21,2006-01-17,9.78,90.22,61.44,17.42,0.0,0.0,169,1
19356,Kentucky,KY,21,2006-01-24,15.59,84.41,41.69,0.0,0.0,0.0,126,1
19357,Kentucky,KY,21,2006-01-31,23.0,77.0,28.38,0.0,0.0,0.0,105,1
19358,Kentucky,KY,21,2006-02-07,52.7,47.3,0.0,0.0,0.0,0.0,47,0
19359,Kentucky,KY,21,2006-02-14,52.7,47.3,0.0,0.0,0.0,0.0,47,0
19360,Kentucky,KY,21,2006-02-21,68.1,31.9,0.0,0.0,0.0,0.0,32,0
19361,Kentucky,KY,21,2006-02-28,63.04,36.96,0.0,0.0,0.0,0.0,37,0
19362,Kentucky,KY,21,2006-03-07,34.27,65.73,18.9,0.0,0.0,0.0,85,0
19363,Kentucky,KY,21,2006-03-14,60.65,39.35,11.97,0.0,0.0,0.0,51,0
19364,Kentucky,KY,21,2006-03-21,60.65,39.35,12.54,0.0,0.0,0.0,52,0
19365,Kentucky,KY,21,2006-03-28,59.48,40.52,12.54,0.0,0.0,0.0,53,0
19366,Kentucky,KY,21,2006-04-04,59.48,40.52,12.54,0.0,0.0,0.0,53,0
19367,Kentucky,KY,21,2006-04-11,87.75,12.25,0.0,0.0,0.0,0.0,12,0
19368,Kentucky,KY,21,2006-04-18,89.02,10.98,0.0,0.0,0.0,0.0,11,0
19369,Kentucky,KY,21,2006-04-25,89.71,10.29,0.0,0.0,0.0,0.0,10,0
19370,Kentucky,KY,21,2006-05-02,91.16,8.84,0.0,0.0,0.0,0.0,9,0
19371,Kentucky,KY,21,2006-05-09,85.77,14.23,0.0,0.0,0.0,0.0,14,0
19372,Kentucky,KY,21,2006-05-16,81.53,18.47,0.0,0.0,0.0,0.0,18,0
19373,Kentucky,KY,21,2006-05-23,81.97,18.03,0.0,0.0,0.0,0.0,18,0
19374,Kentucky,KY,21,2006-05-30,81.97,18.03,0.0,0.0,0.0,0.0,18,0
19375,Kentucky,KY,21,2006-06-06,81.97,18.03,0.0,0.0,0.0,0.0,18,0
19376,Kentucky,KY,21,2006-06-13,80.99,19.01,0.0,0.0,0.0,0.0,19,0
19377,Kentucky,KY,21,2006-06-20,80.99,19.01,0.0,0.0,0.0,0.0,19,0
19378,Kentucky,KY,21,2006-06-27,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19379,Kentucky,KY,21,2006-07-04,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19380,Kentucky,KY,21,2006-07-11,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19381,Kentucky,KY,21,2006-07-18,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19382,Kentucky,KY,21,2006-07-25,99.71,0.29,0.0,0.0,0.0,0.0,0,0
19383,Kentucky,KY,21,2006-08-01,69.72,30.28,0.0,0.0,0.0,0.0,30,0
19384,Kentucky,KY,21,2006-08-08,46.49,53.51,14.47,0.0,0.0,0.0,68,0
19385,Kentucky,KY,21,2006-08-15,54.78,45.22,0.0,0.0,0.0,0.0,45,0
19386,Kentucky,KY,21,2006-08-22,56.85,43.15,0.0,0.0,0.0,0.0,43,0
19387,Kentucky,KY,21,2006-08-29,57.84,42.16,0.0,0.0,0.0,0.0,42,0
19388,Kentucky,KY,21,2006-09-05,57.84,42.16,0.0,0.0,0.0,0.0,42,0
19389,Kentucky,KY,21,2006-09-12,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19390,Kentucky,KY,21,2006-09-19,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19391,Kentucky,KY,21,2006-09-26,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19392,Kentucky,KY,21,2006-10-03,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19393,Kentucky,KY,21,2006-10-10,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19394,Kentucky,KY,21,2006-10-17,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19395,Kentucky,KY,21,2006-10-24,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19396,Kentucky,KY,21,2006-10-31,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19397,Kentucky,KY,21,2006-11-07,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19398,Kentucky,KY,21,2006-11-14,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19399,Kentucky,KY,21,2006-11-21,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19400,Kentucky,KY,21,2006-11-28,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19401,Kentucky,KY,21,2006-12-05,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19402,Kentucky,KY,21,2006-12-12,100.0,0.0,0.0,0.0,0.0,0.0,0,0
19403,Kentucky,KY,21,2006-12-19,83.84,16.16,0.0,0.0,0.0,0.0,16,0
19404,Kentucky,KY,21,2006-12-26,83.84,16.16,0.0,0.0,0.0,0.0,16,0
19405,Kentucky,KY,21,2007-01-02,51.53,48.47,0.0,0.0,0.0,0.0,48,0
19406,Kentucky,KY,21,2007-01-09,38.35,61.65,0.0,0.0,0.0,0.0,62,0
19407,Kentucky,KY,21,2007-01-16,65.84,34.16,0.0,0.0,0.0,0.0,34,0
19408,Kentucky,KY,21,2007-01-23,79.83,20.17,0.0,0.0,0.0,0.0,20,0
19409,Kentucky,KY,21,2007-01-30,68.42,31.58,0.0,0.0,0.0,0.0,32,0
19410,Kentucky,KY,21,2007-02-06,54.75,45.25,0.0,0.0,0.0,0.0,45,0
19411,Kentucky,KY,21,2007-02-13,54.75,45.25,3.69,0.0,0.0,0.0,49,0
19412,Kentucky,KY,21,2007-02-20,29.28,70.72,22.97,0.0,0.0,0.0,94,0
19413,Kentucky,KY,21,2007-02-27,50.22,49.78,22.96,0.0,0.0,0.0,73,0
19414,Kentucky,KY,21,2007-03-06,79.94,20.06,4.53,0.0,0.0,0.0,25,0
19415,Kentucky,KY,21,2007-03-13,71.09,28.91,5.71,0.0,0.0,0.0,35,0
19416,Kentucky,KY,21,2007-03-20,75.08,24.92,5.71,0.0,0.0,0.0,31,0
19417,Kentucky,KY,21,2007-03-27,53.68,46.32,10.96,0.0,0.0,0.0,57,0
19418,Kentucky,KY,21,2007-04-03,58.98,41.02,14.93,0.0,0.0,0.0,56,0
19419,Kentucky,KY,21,2007-04-10,52.98,47.02,16.44,0.0,0.0,0.0,63,0
19420,Kentucky,KY,21,2007-04-17,78.54,21.46,0.0,0.0,0.0,0.0,21,0
19421,Kentucky,KY,21,2007-04-24,73.19,26.81,0.0,0.0,0.0,0.0,27,0
