,State,Postal code,Fips,Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4,DSCI,LEVEL
0,Alabama,AL,1,2000-01-04,0.0,100.0,47.98,16.35,0.0,0.0,164,1
1,Alabama,AL,1,2000-01-11,0.0,100.0,76.88,4.24,0.0,0.0,181,1
2,Alabama,AL,1,2000-01-18,0.0,100.0,75.71,4.24,0.0,0.0,180,1
3,Alabama,AL,1,2000-01-25,0.0,100.0,75.67,4.79,0.0,0.0,180,1
4,Alabama,AL,1,2000-02-01,0.0,100.0,50.07,0.17,0.0,0.0,150,1
5,Alabama,AL,1,2000-02-08,0.0,100.0,46.4,0.41,0.0,0.0,147,1
6,Alabama,AL,1,2000-02-15,0.0,100.0,46.4,0.41,0.0,0.0,147,1
7,Alabama,AL,1,2000-02-22,0.0,100.0,54.08,0.49,0.0,0.0,155,1
8,Alabama,AL,1,2000-02-29,0.0,100.0,57.16,10.52,0.0,0.0,168,1
9,Alabama,AL,1,2000-03-07,0.0,100.0,57.02,22.68,0.0,0.0,180,1
10,Alabama,AL,1,2000-03-14,0.0,100.0,63.97,21.22,0.0,0.0,185,1
11,Alabama,AL,1,2000-03-21,0.0,100.0,60.86,21.29,0.0,0.0,182,1
12,Alabama,AL,1,2000-03-28,0.0,100.0,51.94,6.4,0.0,0.0,158,1
13,Alabama,AL,1,2000-04-04,0.0,100.0,41.15,8.43,0.0,0.0,150,1
14,Alabama,AL,1,2000-04-11,34.99,65.01,42.58,8.43,0.0,0.0,116,1
15,Alabama,AL,1,2000-04-18,32.11,67.89,45.19,9.41,0.0,0.0,122,1
16,Alabama,AL,1,2000-04-25,38.7,61.3,35.82,11.52,0.0,0.0,109,1
17,Alabama,AL,1,2000-05-02,38.7,61.3,42.69,18.69,0.0,0.0,123,1
18,Alabama,AL,1,2000-05-09,26.8,73.2,55.24,36.76,0.0,0.0,165,1
19,Alabama,AL,1,2000-05-16,17.29,82.71,63.48,41.01,13.69,0.0,201,2
20,Alabama,AL,1,2000-05-23,0.0,100.0,63.48,41.01,13.69,0.0,218,2
21,Alabama,AL,1,2000-05-30,0.0,100.0,96.29,42.96,15.18,0.0,254,2
22,Alabama,AL,1,2000-06-06,0.0,100.0,97.84,42.96,15.18,0.0,256,2
23,Alabama,AL,1,2000-06-13,0.0,100.0,100.0,68.03,40.35,3.85,312,3
24,Alabama,AL,1,2000-06-20,0.0,100.0,100.0,68.03,40.35,3.91,312,3
25,Alabama,AL,1,2000-06-27,0.0,100.0,99.51,65.21,37.47,3.91,306,3
26,Alabama,AL,1,2000-07-04,0.0,100.0,91.79,63.64,37.14,14.82,307,3
27,Alabama,AL,1,2000-07-11,0.0,100.0,100.0,89.26,47.75,23.43,360,3
28,Alabama,AL,1,2000-07-18,0.0,100.0,100.0,96.15,81.39,44.06,422,4
29,Alabama,AL,1,2000-07-25,0.0,100.0,100.0,97.14,90.87,63.46,451,4
30,Alabama,AL,1,2000-08-01,0.0,100.0,100.0,97.38,90.88,62.57,451,4
31,Alabama,AL,1,2000-08-08,0.0,100.0,100.0,97.38,91.04,58.85,447,4
32,Alabama,AL,1,2000-08-15,0.0,100.0,100.0,96.5,89.49,59.15,445,4
33,Alabama,AL,1,2000-08-22,0.0,100.0,100.0,99.03,93.45,74.75,467,4
34,Alabama,AL,1,2000-08-29,0.0,100.0,100.0,99.75,96.43,77.9,474,4
35,Alabama,AL,1,2000-09-05,0.0,100.0,100.0,100.0,98.47,77.7,476,4
36,Alabama,AL,1,2000-09-12,0.0,100.0,100.0,100.0,99.98,68.54,469,4
37,Alabama,AL,1,2000-09-19,0.0,100.0,100.0,100.0,98.26,70.82,469,4
38,Alabama,AL,1,2000-09-26,0.0,100.0,100.0,99.05,81.77,31.62,412,4
39,Alabama,AL,1,2000-10-03,0.0,100.0,100.0,99.05,81.77,31.62,412,4
40,Alabama,AL,1,2000-10-10,0.0,100.0,100.0,99.05,82.94,26.65,409,4
41,Alabama,AL,1,2000-10-17,0.0,100.0,100.0,99.7,95.1,49.53,444,4
42,Alabama,AL,1,2000-10-24,0.0,100.0,100.0,99.63,98.78,57.13,456,4
43,Alabama,AL,1,2000-10-31,0.0,100.0,100.0,100.0,100.0,65.47,465,4
44,Alabama,AL,1,2000-11-07,0.0,100.0,100.0,100.0,91.82,20.99,413,4
45,Alabama,AL,1,2000-11-14,0.0,100.0,100.0,100.0,67.95,16.88,385,3
46,Alabama,AL,1,2000-11-21,0.0,100.0,100.0,100.0,37.18,0.0,337,3
47,Alabama,AL,1,2000-11-28,0.0,100.0,100.0,100.0,0.0,0.0,300,3
48,Alabama,AL,1,2000-12-05,0.0,100.0,100.0,100.0,0.0,0.0,300,3
49,Alabama,AL,1,2000-12-12,0.0,100.0,100.0,100.0,0.0,0.0,300,3
50,Alabama,AL,1,2000-12-19,0.0,100.0,100.0,80.99,0.0,0.0,281,2
51,Alabama,AL,1,2000-12-26,0.0,100.0,99.8,74.11,0.0,0.0,274,2
52,Alabama,AL,1,2001-01-02,0.0,100.0,99.72,44.19,0.0,0.0,244,2
53,Alabama,AL,1,2001-01-09,0.0,100.0,100.0,47.09,0.0,0.0,247,2
54,Alabama,AL,1,2001-01-16,0.0,100.0,100.0,47.09,0.0,0.0,247,2
55,Alabama,AL,1,2001-01-23,0.0,100.0,68.59,17.55,0.0,0.0,186,1
56,Alabama,AL,1,2001-01-30,4.77,95.23,56.25,14.36,0.0,0.0,166,1
57,Alabama,AL,1,2001-02-06,4.77,95.23,56.25,14.36,0.0,0.0,166,1
58,Alabama,AL,1,2001-02-13,12.24,87.76,39.88,7.25,0.0,0.0,135,1
59,Alabama,AL,1,2001-02-20,24.7,75.3,50.14,7.28,0.0,0.0,133,1
60,Alabama,AL,1,2001-02-27,26.33,73.67,50.14,5.21,0.0,0.0,129,1
61,Alabama,AL,1,2001-03-06,62.24,37.76,8.9,0.0,0.0,0.0,47,0
62,Alabama,AL,1,2001-03-13,60.49,39.51,10.55,0.0,0.0,0.0,50,0
63,Alabama,AL,1,2001-03-20,81.6,18.4,4.83,0.0,0.0,0.0,23,0
64,Alabama,AL,1,2001-03-27,81.76,18.24,3.57,0.0,0.0,0.0,22,0
65,Alabama,AL,1,2001-04-03,85.12,14.88,0.0,0.0,0.0,0.0,15,0
66,Alabama,AL,1,2001-04-10,98.35,1.65,0.0,0.0,0.0,0.0,2,0
67,Alabama,AL,1,2001-04-17,97.05,2.95,0.0,0.0,0.0,0.0,3,0
68,Alabama,AL,1,2001-04-24,96.64,3.36,0.0,0.0,0.0,0.0,3,0
69,Alabama,AL,1,2001-05-01,95.59,4.41,0.0,0.0,0.0,0.0,4,0
70,Alabama,AL,1,2001-05-08,41.3,58.7,0.34,0.0,0.0,0.0,59,0
71,Alabama,AL,1,2001-05-15,41.3,58.7,0.58,0.0,0.0,0.0,59,0
72,Alabama,AL,1,2001-05-22,43.39,56.61,0.58,0.0,0.0,0.0,57,0
73,Alabama,AL,1,2001-05-29,43.39,56.61,9.95,0.0,0.0,0.0,67,0
74,Alabama,AL,1,2001-06-05,76.33,23.67,4.52,0.0,0.0,0.0,28,0
75,Alabama,AL,1,2001-06-12,100.0,0.0,0.0,0.0,0.0,0.0,0,0
76,Alabama,AL,1,2001-06-19,99.81,0.19,0.0,0.0,0.0,0.0,0,0
77,Alabama,AL,1,2001-06-26,99.81,0.19,0.0,0.0,0.0,0.0,0,0
78,Alabama,AL,1,2001-07-03,99.81,0.19,0.0,0.0,0.0,0.0,0,0
79,Alabama,AL,1,2001-07-10,99.99,0.01,0.0,0.0,0.0,0.0,0,0
80,Alabama,AL,1,2001-07-17,99.99,0.01,0.0,0.0,0.0,0.0,0,0
81,Alabama,AL,1,2001-07-24,99.84,0.16,0.0,0.0,0.0,0.0,0,0
82,Alabama,AL,1,2001-07-31,100.0,0.0,0.0,0.0,0.0,0.0,0,0
83,Alabama,AL,1,2001-08-07,100.0,0.0,0.0,0.0,0.0,0.0,0,0
84,Alabama,AL,1,2001-08-14,100.0,0.0,0.0,0.0,0.0,0.0,0,0
85,Alabama,AL,1,2001-08-21,100.0,0.0,0.0,0.0,0.0,0.0,0,0
86,Alabama,AL,1,2001-08-28,98.13,1.87,0.0,0.0,0.0,0.0,2,0
87,Alabama,AL,1,2001-09-04,100.0,0.0,0.0,0.0,0.0,0.0,0,0
88,Alabama,AL,1,2001-09-11,100.0,0.0,0.0,0.0,0.0,0.0,0,0
89,Alabama,AL,1,2001-09-18,100.0,0.0,0.0,0.0,0.0,0.0,0,0
90,Alabama,AL,1,2001-09-25,100.0,0.0,0.0,0.0,0.0,0.0,0,0
91,Alabama,AL,1,2001-10-02,96.02,3.98,0.0,0.0,0.0,0.0,4,0
92,Alabama,AL,1,2001-10-09,93.2,6.8,0.0,0.0,0.0,0.0,7,0
93,Alabama,AL,1,2001-10-16,92.78,7.22,0.0,0.0,0.0,0.0,7,0
94,Alabama,AL,1,2001-10-23,92.82,7.18,0.0,0.0,0.0,0.0,7,0
95,Alabama,AL,1,2001-10-30,80.03,19.97,0.0,0.0,0.0,0.0,20,0
96,Alabama,AL,1,2001-11-06,58.51,41.49,0.1,0.0,0.0,0.0,42,0
97,Alabama,AL,1,2001-11-13,56.37,43.63,7.74,0.0,0.0,0.0,51,0
98,Alabama,AL,1,2001-11-20,56.37,43.63,7.83,0.0,0.0,0.0,51,0
99,Alabama,AL,1,2001-11-27,61.87,38.13,7.65,0.0,0.0,0.0,46,0
100,Alabama,AL,1,2001-12-04,61.87,38.13,7.65,0.0,0.0,0.0,46,0
101,Alabama,AL,1,2001-12-11,80.64,19.36,2.04,0.0,0.0,0.0,21,0
102,Alabama,AL,1,2001-12-18,81.75,18.25,0.42,0.0,0.0,0.0,19,0
103,Alabama,AL,1,2001-12-25,69.39,30.61,0.42,0.0,0.0,0.0,31,0
104,Alabama,AL,1,2002-01-01,69.62,30.38,7.39,1.7,0.0,0.0,39,0
105,Alabama,AL,1,2002-01-08,60.14,39.86,7.45,1.52,0.0,0.0,49,0
106,Alabama,AL,1,2002-01-15,66.46,33.54,9.53,0.0,0.0,0.0,43,0
107,Alabama,AL,1,2002-01-22,76.81,23.19,7.63,0.03,0.0,0.0,31,0
108,Alabama,AL,1,2002-01-29,77.56,22.44,8.13,0.0,0.0,0.0,31,0
109,Alabama,AL,1,2002-02-05,73.91,26.09,6.01,0.21,0.0,0.0,32,0
110,Alabama,AL,1,2002-02-12,96.42,3.58,1.39,0.18,0.0,0.0,5,0
111,Alabama,AL,1,2002-02-19,60.18,39.82,3.83,0.01,0.0,0.0,44,0
112,Alabama,AL,1,2002-02-26,54.35,45.65,7.11,0.13,0.0,0.0,53,0
113,Alabama,AL,1,2002-03-05,38.02,61.98,6.69,0.06,0.0,0.0,69,0
114,Alabama,AL,1,2002-03-12,23.34,76.66,24.39,3.62,0.0,0.0,105,1
115,Alabama,AL,1,2002-03-19,36.29,63.71,23.15,3.25,0.0,0.0,90,0
116,Alabama,AL,1,2002-03-26,37.93,62.07,22.58,2.88,0.0,0.0,88,0
117,Alabama,AL,1,2002-04-02,67.57,32.43,4.17,0.0,0.0,0.0,37,0
118,Alabama,AL,1,2002-04-09,68.44,31.56,3.77,0.0,0.0,0.0,35,0
119,Alabama,AL,1,2002-04-16,80.21,19.79,0.84,0.0,0.0,0.0,21,0
120,Alabama,AL,1,2002-04-23,33.64,66.36,1.53,0.0,0.0,0.0,68,0
121,Alabama,AL,1,2002-04-30,7.38,92.62,10.44,0.0,0.0,0.0,103,1
122,Alabama,AL,1,2002-05-07,27.21,72.79,12.11,0.0,0.0,0.0,85,0
123,Alabama,AL,1,2002-05-14,25.68,74.32,57.5,4.53,0.0,0.0,136,1
124,Alabama,AL,1,2002-05-21,25.38,74.62,58.04,29.45,0.0,0.0,162,1
125,Alabama,AL,1,2002-05-28,20.14,79.86,64.16,32.11,0.09,0.0,176,1
126,Alabama,AL,1,2002-06-04,21.98,78.02,60.74,25.3,0.01,0.0,164,1
127,Alabama,AL,1,2002-06-11,16.56,83.44,59.91,26.53,0.11,0.0,170,1
128,Alabama,AL,1,2002-06-18,22.72,77.28,60.17,26.33,0.15,0.0,164,1
129,Alabama,AL,1,2002-06-25,5.09,94.91,62.41,30.42,0.0,0.0,188,1
130,Alabama,AL,1,2002-07-02,22.53,77.47,59.18,25.66,0.0,0.0,162,1
131,Alabama,AL,1,2002-07-09,17.9,82.1,61.48,22.94,0.0,0.0,167,1
132,Alabama,AL,1,2002-07-16,19.68,80.32,54.01,19.43,0.0,0.0,154,1
133,Alabama,AL,1,2002-07-23,19.03,80.97,52.27,19.54,0.0,0.0,153,1
134,Alabama,AL,1,2002-07-30,15.11,84.89,38.68,0.0,0.0,0.0,124,1
135,Alabama,AL,1,2002-08-06,45.18,54.82,16.63,0.0,0.0,0.0,71,0
136,Alabama,AL,1,2002-08-13,40.55,59.45,27.86,11.57,0.0,0.0,99,0
137,Alabama,AL,1,2002-08-20,38.02,61.98,29.41,13.11,0.0,0.0,105,1
138,Alabama,AL,1,2002-08-27,38.62,61.38,28.18,12.8,0.0,0.0,102,1
139,Alabama,AL,1,2002-09-03,19.21,80.79,28.37,13.94,0.67,0.0,124,1
140,Alabama,AL,1,2002-09-10,1.72,98.28,59.29,17.43,0.27,0.0,175,1
141,Alabama,AL,1,2002-09-17,9.95,90.05,49.06,14.99,0.09,0.0,154,1
142,Alabama,AL,1,2002-09-24,25.45,74.55,31.03,5.25,0.0,0.0,111,1
143,Alabama,AL,1,2002-10-01,87.35,12.65,0.01,0.0,0.0,0.0,13,0
144,Alabama,AL,1,2002-10-08,86.66,13.34,0.0,0.0,0.0,0.0,13,0
145,Alabama,AL,1,2002-10-15,78.74,21.26,10.04,0.0,0.0,0.0,31,0
146,Alabama,AL,1,2002-10-22,99.89,0.11,0.0,0.0,0.0,0.0,0,0
147,Alabama,AL,1,2002-10-29,99.87,0.13,0.0,0.0,0.0,0.0,0,0
148,Alabama,AL,1,2002-11-05,99.74,0.26,0.0,0.0,0.0,0.0,0,0
149,Alabama,AL,1,2002-11-12,100.0,0.0,0.0,0.0,0.0,0.0,0,0
150,Alabama,AL,1,2002-11-19,100.0,0.0,0.0,0.0,0.0,0.0,0,0
151,Alabama,AL,1,2002-11-26,100.0,0.0,0.0,0.0,0.0,0.0,0,0
152,Alabama,AL,1,2002-12-03,100.0,0.0,0.0,0.0,0.0,0.0,0,0
153,Alabama,AL,1,2002-12-10,100.0,0.0,0.0,0.0,0.0,0.0,0,0
154,Alabama,AL,1,2002-12-17,100.0,0.0,0.0,0.0,0.0,0.0,0,0
155,Alabama,AL,1,2002-12-24,100.0,0.0,0.0,0.0,0.0,0.0,0,0
156,Alabama,AL,1,2002-12-31,100.0,0.0,0.0,0.0,0.0,0.0,0,0
157,Alabama,AL,1,2003-01-07,100.0,0.0,0.0,0.0,0.0,0.0,0,0
158,Alabama,AL,1,2003-01-14,100.0,0.0,0.0,0.0,0.0,0.0,0,0
159,Alabama,AL,1,2003-01-21,100.0,0.0,0.0,0.0,0.0,0.0,0,0
160,Alabama,AL,1,2003-01-28,100.0,0.0,0.0,0.0,0.0,0.0,0,0
161,Alabama,AL,1,2003-02-04,97.77,2.23,0.0,0.0,0.0,0.0,2,0
162,Alabama,AL,1,2003-02-11,97.98,2.02,0.0,0.0,0.0,0.0,2,0
163,Alabama,AL,1,2003-02-18,99.73,0.27,0.0,0.0,0.0,0.0,0,0
164,Alabama,AL,1,2003-02-25,99.32,0.68,0.0,0.0,0.0,0.0,1,0
165,Alabama,AL,1,2003-03-04,99.98,0.02,0.0,0.0,0.0,0.0,0,0
166,Alabama,AL,1,2003-03-11,100.0,0.0,0.0,0.0,0.0,0.0,0,0
167,Alabama,AL,1,2003-03-18,100.0,0.0,0.0,0.0,0.0,0.0,0,0
168,Alabama,AL,1,2003-03-25,100.0,0.0,0.0,0.0,0.0,0.0,0,0
169,Alabama,AL,1,2003-04-01,100.0,0.0,0.0,0.0,0.0,0.0,0,0
170,Alabama,AL,1,2003-04-08,100.0,0.0,0.0,0.0,0.0,0.0,0,0
171,Alabama,AL,1,2003-04-15,100.0,0.0,0.0,0.0,0.0,0.0,0,0
172,Alabama,AL,1,2003-04-22,100.0,0.0,0.0,0.0,0.0,0.0,0,0
173,Alabama,AL,1,2003-04-29,100.0,0.0,0.0,0.0,0.0,0.0,0,0
174,Alabama,AL,1,2003-05-06,94.88,5.12,0.0,0.0,0.0,0.0,5,0
175,Alabama,AL,1,2003-05-13,89.63,10.37,0.0,0.0,0.0,0.0,10,0
176,Alabama,AL,1,2003-05-20,100.0,0.0,0.0,0.0,0.0,0.0,0,0
177,Alabama,AL,1,2003-05-27,100.0,0.0,0.0,0.0,0.0,0.0,0,0
178,Alabama,AL,1,2003-06-03,100.0,0.0,0.0,0.0,0.0,0.0,0,0
179,Alabama,AL,1,2003-06-10,100.0,0.0,0.0,0.0,0.0,0.0,0,0
180,Alabama,AL,1,2003-06-17,100.0,0.0,0.0,0.0,0.0,0.0,0,0
181,Alabama,AL,1,2003-06-24,100.0,0.0,0.0,0.0,0.0,0.0,0,0
182,Alabama,AL,1,2003-07-01,100.0,0.0,0.0,0.0,0.0,0.0,0,0
183,Alabama,AL,1,2003-07-08,100.0,0.0,0.0,0.0,0.0,0.0,0,0
184,Alabama,AL,1,2003-07-15,100.0,0.0,0.0,0.0,0.0,0.0,0,0
185,Alabama,AL,1,2003-07-22,100.0,0.0,0.0,0.0,0.0,0.0,0,0
186,Alabama,AL,1,2003-07-29,100.0,0.0,0.0,0.0,0.0,0.0,0,0
187,Alabama,AL,1,2003-08-05,100.0,0.0,0.0,0.0,0.0,0.0,0,0
188,Alabama,AL,1,2003-08-12,100.0,0.0,0.0,0.0,0.0,0.0,0,0
189,Alabama,AL,1,2003-08-19,100.0,0.0,0.0,0.0,0.0,0.0,0,0
190,Alabama,AL,1,2003-08-26,100.0,0.0,0.0,0.0,0.0,0.0,0,0
191,Alabama,AL,1,2003-09-02,100.0,0.0,0.0,0.0,0.0,0.0,0,0
192,Alabama,AL,1,2003-09-09,100.0,0.0,0.0,0.0,0.0,0.0,0,0
193,Alabama,AL,1,2003-09-16,100.0,0.0,0.0,0.0,0.0,0.0,0,0
194,Alabama,AL,1,2003-09-23,100.0,0.0,0.0,0.0,0.0,0.0,0,0
195,Alabama,AL,1,2003-09-30,100.0,0.0,0.0,0.0,0.0,0.0,0,0
196,Alabama,AL,1,2003-10-07,100.0,0.0,0.0,0.0,0.0,0.0,0,0
197,Alabama,AL,1,2003-10-14,100.0,0.0,0.0,0.0,0.0,0.0,0,0
198,Alabama,AL,1,2003-10-21,100.0,0.0,0.0,0.0,0.0,0.0,0,0
199,Alabama,AL,1,2003-10-28,100.0,0.0,0.0,0.0,0.0,0.0,0,0
200,Alabama,AL,1,2003-11-04,100.0,0.0,0.0,0.0,0.0,0.0,0,0
201,Alabama,AL,1,2003-11-11,100.0,0.0,0.0,0.0,0.0,0.0,0,0
202,Alabama,AL,1,2003-11-18,100.0,0.0,0.0,0.0,0.0,0.0,0,0
203,Alabama,AL,1,2003-11-25,100.0,0.0,0.0,0.0,0.0,0.0,0,0
204,Alabama,AL,1,2003-12-02,100.0,0.0,0.0,0.0,0.0,0.0,0,0
205,Alabama,AL,1,2003-12-09,100.0,0.0,0.0,0.0,0.0,0.0,0,0
206,Alabama,AL,1,2003-12-16,100.0,0.0,0.0,0.0,0.0,0.0,0,0
207,Alabama,AL,1,2003-12-23,100.0,0.0,0.0,0.0,0.0,0.0,0,0
208,Alabama,AL,1,2003-12-30,100.0,0.0,0.0,0.0,0.0,0.0,0,0
209,Alabama,AL,1,2004-01-06,100.0,0.0,0.0,0.0,0.0,0.0,0,0
210,Alabama,AL,1,2004-01-13,100.0,0.0,0.0,0.0,0.0,0.0,0,0
211,Alabama,AL,1,2004-01-20,100.0,0.0,0.0,0.0,0.0,0.0,0,0
212,Alabama,AL,1,2004-01-27,100.0,0.0,0.0,0.0,0.0,0.0,0,0
213,Alabama,AL,1,2004-02-03,100.0,0.0,0.0,0.0,0.0,0.0,0,0
214,Alabama,AL,1,2004-02-10,100.0,0.0,0.0,0.0,0.0,0.0,0,0
215,Alabama,AL,1,2004-02-17,100.0,0.0,0.0,0.0,0.0,0.0,0,0
216,Alabama,AL,1,2004-02-24,100.0,0.0,0.0,0.0,0.0,0.0,0,0
217,Alabama,AL,1,2004-03-02,100.0,0.0,0.0,0.0,0.0,0.0,0,0
218,Alabama,AL,1,2004-03-09,100.0,0.0,0.0,0.0,0.0,0.0,0,0
219,Alabama,AL,1,2004-03-16,100.0,0.0,0.0,0.0,0.0,0.0,0,0
220,Alabama,AL,1,2004-03-23,65.23,34.77,0.0,0.0,0.0,0.0,35,0
221,Alabama,AL,1,2004-03-30,56.01,43.99,0.0,0.0,0.0,0.0,44,0
222,Alabama,AL,1,2004-04-06,37.23,62.77,0.0,0.0,0.0,0.0,63,0
223,Alabama,AL,1,2004-04-13,50.81,49.19,0.0,0.0,0.0,0.0,49,0
224,Alabama,AL,1,2004-04-20,50.84,49.16,15.64,0.0,0.0,0.0,65,0
225,Alabama,AL,1,2004-04-27,46.57,53.43,10.53,0.0,0.0,0.0,64,0
226,Alabama,AL,1,2004-05-04,86.0,14.0,0.29,0.0,0.0,0.0,14,0
227,Alabama,AL,1,2004-05-11,64.22,35.78,1.93,0.0,0.0,0.0,38,0
228,Alabama,AL,1,2004-05-18,63.61,36.39,1.93,0.0,0.0,0.0,38,0
229,Alabama,AL,1,2004-05-25,0.3,99.7,5.17,0.0,0.0,0.0,105,1
230,Alabama,AL,1,2004-06-01,52.28,47.72,5.17,0.0,0.0,0.0,53,0
231,Alabama,AL,1,2004-06-08,58.33,41.67,4.09,0.0,0.0,0.0,46,0
232,Alabama,AL,1,2004-06-15,89.16,10.84,0.0,0.0,0.0,0.0,11,0
233,Alabama,AL,1,2004-06-22,93.52,6.48,0.0,0.0,0.0,0.0,6,0
234,Alabama,AL,1,2004-06-29,100.0,0.0,0.0,0.0,0.0,0.0,0,0
235,Alabama,AL,1,2004-07-06,100.0,0.0,0.0,0.0,0.0,0.0,0,0
236,Alabama,AL,1,2004-07-13,100.0,0.0,0.0,0.0,0.0,0.0,0,0
237,Alabama,AL,1,2004-07-20,100.0,0.0,0.0,0.0,0.0,0.0,0,0
238,Alabama,AL,1,2004-07-27,100.0,0.0,0.0,0.0,0.0,0.0,0,0
239,Alabama,AL,1,2004-08-03,94.37,5.63,0.0,0.0,0.0,0.0,6,0
240,Alabama,AL,1,2004-08-10,68.02,31.98,0.0,0.0,0.0,0.0,32,0
241,Alabama,AL,1,2004-08-17,89.89,10.11,0.0,0.0,0.0,0.0,10,0
242,Alabama,AL,1,2004-08-24,100.0,0.0,0.0,0.0,0.0,0.0,0,0
243,Alabama,AL,1,2004-08-31,100.0,0.0,0.0,0.0,0.0,0.0,0,0
244,Alabama,AL,1,2004-09-07,100.0,0.0,0.0,0.0,0.0,0.0,0,0
245,Alabama,AL,1,2004-09-14,100.0,0.0,0.0,0.0,0.0,0.0,0,0
246,Alabama,AL,1,2004-09-21,100.0,0.0,0.0,0.0,0.0,0.0,0,0
247,Alabama,AL,1,2004-09-28,100.0,0.0,0.0,0.0,0.0,0.0,0,0
248,Alabama,AL,1,2004-10-05,100.0,0.0,0.0,0.0,0.0,0.0,0,0
249,Alabama,AL,1,2004-10-12,100.0,0.0,0.0,0.0,0.0,0.0,0,0
250,Alabama,AL,1,2004-10-19,100.0,0.0,0.0,0.0,0.0,0.0,0,0
251,Alabama,AL,1,2004-10-26,100.0,0.0,0.0,0.0,0.0,0.0,0,0
252,Alabama,AL,1,2004-11-02,100.0,0.0,0.0,0.0,0.0,0.0,0,0
253,Alabama,AL,1,2004-11-09,100.0,0.0,0.0,0.0,0.0,0.0,0,0
254,Alabama,AL,1,2004-11-16,100.0,0.0,0.0,0.0,0.0,0.0,0,0
255,Alabama,AL,1,2004-11-23,100.0,0.0,0.0,0.0,0.0,0.0,0,0
256,Alabama,AL,1,2004-11-30,100.0,0.0,0.0,0.0,0.0,0.0,0,0
257,Alabama,AL,1,2004-12-07,100.0,0.0,0.0,0.0,0.0,0.0,0,0
258,Alabama,AL,1,2004-12-14,100.0,0.0,0.0,0.0,0.0,0.0,0,0
259,Alabama,AL,1,2004-12-21,100.0,0.0,0.0,0.0,0.0,0.0,0,0
260,Alabama,AL,1,2004-12-28,100.0,0.0,0.0,0.0,0.0,0.0,0,0
261,Alabama,AL,1,2005-01-04,100.0,0.0,0.0,0.0,0.0,0.0,0,0
262,Alabama,AL,1,2005-01-11,100.0,0.0,0.0,0.0,0.0,0.0,0,0
263,Alabama,AL,1,2005-01-18,100.0,0.0,0.0,0.0,0.0,0.0,0,0
264,Alabama,AL,1,2005-01-25,100.0,0.0,0.0,0.0,0.0,0.0,0,0
265,Alabama,AL,1,2005-02-01,100.0,0.0,0.0,0.0,0.0,0.0,0,0
266,Alabama,AL,1,2005-02-08,100.0,0.0,0.0,0.0,0.0,0.0,0,0
267,Alabama,AL,1,2005-02-15,100.0,0.0,0.0,0.0,0.0,0.0,0,0
268,Alabama,AL,1,2005-02-22,100.0,0.0,0.0,0.0,0.0,0.0,0,0
269,Alabama,AL,1,2005-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0,0
270,Alabama,AL,1,2005-03-08,100.0,0.0,0.0,0.0,0.0,0.0,0,0
271,Alabama,AL,1,2005-03-15,83.76,16.24,0.0,0.0,0.0,0.0,16,0
272,Alabama,AL,1,2005-03-22,84.05,15.95,0.0,0.0,0.0,0.0,16,0
273,Alabama,AL,1,2005-03-29,100.0,0.0,0.0,0.0,0.0,0.0,0,0
274,Alabama,AL,1,2005-04-05,100.0,0.0,0.0,0.0,0.0,0.0,0,0
275,Alabama,AL,1,2005-04-12,100.0,0.0,0.0,0.0,0.0,0.0,0,0
276,Alabama,AL,1,2005-04-19,100.0,0.0,0.0,0.0,0.0,0.0,0,0
277,Alabama,AL,1,2005-04-26,100.0,0.0,0.0,0.0,0.0,0.0,0,0
278,Alabama,AL,1,2005-05-03,100.0,0.0,0.0,0.0,0.0,0.0,0,0
279,Alabama,AL,1,2005-05-10,100.0,0.0,0.0,0.0,0.0,0.0,0,0
280,Alabama,AL,1,2005-05-17,100.0,0.0,0.0,0.0,0.0,0.0,0,0
281,Alabama,AL,1,2005-05-24,92.05,7.95,0.0,0.0,0.0,0.0,8,0
282,Alabama,AL,1,2005-05-31,88.93,11.07,1.32,0.0,0.0,0.0,12,0
283,Alabama,AL,1,2005-06-07,98.07,1.93,0.0,0.0,0.0,0.0,2,0
284,Alabama,AL,1,2005-06-14,100.0,0.0,0.0,0.0,0.0,0.0,0,0
285,Alabama,AL,1,2005-06-21,100.0,0.0,0.0,0.0,0.0,0.0,0,0
286,Alabama,AL,1,2005-06-28,100.0,0.0,0.0,0.0,0.0,0.0,0,0
287,Alabama,AL,1,2005-07-05,100.0,0.0,0.0,0.0,0.0,0.0,0,0
288,Alabama,AL,1,2005-07-12,100.0,0.0,0.0,0.0,0.0,0.0,0,0
289,Alabama,AL,1,2005-07-19,100.0,0.0,0.0,0.0,0.0,0.0,0,0
290,Alabama,AL,1,2005-07-26,100.0,0.0,0.0,0.0,0.0,0.0,0,0
291,Alabama,AL,1,2005-08-02,100.0,0.0,0.0,0.0,0.0,0.0,0,0
292,Alabama,AL,1,2005-08-09,100.0,0.0,0.0,0.0,0.0,0.0,0,0
293,Alabama,AL,1,2005-08-16,100.0,0.0,0.0,0.0,0.0,0.0,0,0
294,Alabama,AL,1,2005-08-23,100.0,0.0,0.0,0.0,0.0,0.0,0,0
295,Alabama,AL,1,2005-08-30,100.0,0.0,0.0,0.0,0.0,0.0,0,0
